EarnS,time,state,county,year,quarter,county_name
1544,1992-Q3,06,011,1992,3,Colusa County
1631,1992-Q4,06,011,1992,4,Colusa County
1476,1993-Q1,06,011,1993,1,Colusa County
1658,1993-Q2,06,011,1993,2,Colusa County
1561,1993-Q3,06,011,1993,3,Colusa County
1663,1993-Q4,06,011,1993,4,Colusa County
1460,1994-Q1,06,011,1994,1,Colusa County
1651,1994-Q2,06,011,1994,2,Colusa County
1608,1994-Q3,06,011,1994,3,Colusa County
1700,1994-Q4,06,011,1994,4,Colusa County
1548,1995-Q1,06,011,1995,1,Colusa County
1806,1995-Q2,06,011,1995,2,Colusa County
1643,1995-Q3,06,011,1995,3,Colusa County
1819,1995-Q4,06,011,1995,4,Colusa County
1528,1996-Q1,06,011,1996,1,Colusa County
1796,1996-Q2,06,011,1996,2,Colusa County
1702,1996-Q3,06,011,1996,3,Colusa County
1829,1996-Q4,06,011,1996,4,Colusa County
1600,1997-Q1,06,011,1997,1,Colusa County
1866,1997-Q2,06,011,1997,2,Colusa County
1725,1997-Q3,06,011,1997,3,Colusa County
1890,1997-Q4,06,011,1997,4,Colusa County
1625,1998-Q1,06,011,1998,1,Colusa County
1905,1998-Q2,06,011,1998,2,Colusa County
1801,1998-Q3,06,011,1998,3,Colusa County
2026,1998-Q4,06,011,1998,4,Colusa County
1760,1999-Q1,06,011,1999,1,Colusa County
2052,1999-Q2,06,011,1999,2,Colusa County
1878,1999-Q3,06,011,1999,3,Colusa County
2135,1999-Q4,06,011,1999,4,Colusa County
1857,2000-Q1,06,011,2000,1,Colusa County
2112,2000-Q2,06,011,2000,2,Colusa County
2022,2000-Q3,06,011,2000,3,Colusa County
2202,2000-Q4,06,011,2000,4,Colusa County
1991,2001-Q1,06,011,2001,1,Colusa County
2225,2001-Q2,06,011,2001,2,Colusa County
2151,2001-Q3,06,011,2001,3,Colusa County
2291,2001-Q4,06,011,2001,4,Colusa County
2115,2002-Q1,06,011,2002,1,Colusa County
2363,2002-Q2,06,011,2002,2,Colusa County
2314,2002-Q3,06,011,2002,3,Colusa County
2406,2002-Q4,06,011,2002,4,Colusa County
2204,2003-Q1,06,011,2003,1,Colusa County
2319,2003-Q2,06,011,2003,2,Colusa County
2338,2003-Q3,06,011,2003,3,Colusa County
2395,2003-Q4,06,011,2003,4,Colusa County
2117,2004-Q1,06,011,2004,1,Colusa County
2429,2004-Q2,06,011,2004,2,Colusa County
2489,2004-Q3,06,011,2004,3,Colusa County
2550,2004-Q4,06,011,2004,4,Colusa County
2209,2005-Q1,06,011,2005,1,Colusa County
2535,2005-Q2,06,011,2005,2,Colusa County
2621,2005-Q3,06,011,2005,3,Colusa County
2713,2005-Q4,06,011,2005,4,Colusa County
2391,2006-Q1,06,011,2006,1,Colusa County
2681,2006-Q2,06,011,2006,2,Colusa County
2576,2006-Q3,06,011,2006,3,Colusa County
2754,2006-Q4,06,011,2006,4,Colusa County
2557,2007-Q1,06,011,2007,1,Colusa County
2721,2007-Q2,06,011,2007,2,Colusa County
2686,2007-Q3,06,011,2007,3,Colusa County
2874,2007-Q4,06,011,2007,4,Colusa County
2644,2008-Q1,06,011,2008,1,Colusa County
2881,2008-Q2,06,011,2008,2,Colusa County
2838,2008-Q3,06,011,2008,3,Colusa County
3093,2008-Q4,06,011,2008,4,Colusa County
2673,2009-Q1,06,011,2009,1,Colusa County
2959,2009-Q2,06,011,2009,2,Colusa County
2871,2009-Q3,06,011,2009,3,Colusa County
3272,2009-Q4,06,011,2009,4,Colusa County
2760,2010-Q1,06,011,2010,1,Colusa County
3081,2010-Q2,06,011,2010,2,Colusa County
2944,2010-Q3,06,011,2010,3,Colusa County
3194,2010-Q4,06,011,2010,4,Colusa County
2632,2011-Q1,06,011,2011,1,Colusa County
2969,2011-Q2,06,011,2011,2,Colusa County
2886,2011-Q3,06,011,2011,3,Colusa County
3358,2011-Q4,06,011,2011,4,Colusa County
2867,2012-Q1,06,011,2012,1,Colusa County
3028,2012-Q2,06,011,2012,2,Colusa County
2947,2012-Q3,06,011,2012,3,Colusa County
3299,2012-Q4,06,011,2012,4,Colusa County
2924,2013-Q1,06,011,2013,1,Colusa County
3037,2013-Q2,06,011,2013,2,Colusa County
3148,2013-Q3,06,011,2013,3,Colusa County
3504,2013-Q4,06,011,2013,4,Colusa County
3062,2014-Q1,06,011,2014,1,Colusa County
3131,2014-Q2,06,011,2014,2,Colusa County
3370,2014-Q3,06,011,2014,3,Colusa County
3731,2014-Q4,06,011,2014,4,Colusa County
3154,2015-Q1,06,011,2015,1,Colusa County
3348,2015-Q2,06,011,2015,2,Colusa County
3540,2015-Q3,06,011,2015,3,Colusa County
3987,2015-Q4,06,011,2015,4,Colusa County
3209,2016-Q1,06,011,2016,1,Colusa County
3634,2016-Q2,06,011,2016,2,Colusa County
3627,2016-Q3,06,011,2016,3,Colusa County
3912,2016-Q4,06,011,2016,4,Colusa County
3337,2017-Q1,06,011,2017,1,Colusa County
3674,2017-Q2,06,011,2017,2,Colusa County
3712,2017-Q3,06,011,2017,3,Colusa County
4160,2017-Q4,06,011,2017,4,Colusa County
3479,2018-Q1,06,011,2018,1,Colusa County
3816,2018-Q2,06,011,2018,2,Colusa County
3786,2018-Q3,06,011,2018,3,Colusa County
4319,2018-Q4,06,011,2018,4,Colusa County
3586,2019-Q1,06,011,2019,1,Colusa County
3908,2019-Q2,06,011,2019,2,Colusa County
4070,2019-Q3,06,011,2019,3,Colusa County
2593,1991-Q4,06,013,1991,4,Contra Costa County
2523,1992-Q1,06,013,1992,1,Contra Costa County
2550,1992-Q2,06,013,1992,2,Contra Costa County
2597,1992-Q3,06,013,1992,3,Contra Costa County
2909,1992-Q4,06,013,1992,4,Contra Costa County
2645,1993-Q1,06,013,1993,1,Contra Costa County
2665,1993-Q2,06,013,1993,2,Contra Costa County
2738,1993-Q3,06,013,1993,3,Contra Costa County
2906,1993-Q4,06,013,1993,4,Contra Costa County
2755,1994-Q1,06,013,1994,1,Contra Costa County
2698,1994-Q2,06,013,1994,2,Contra Costa County
2768,1994-Q3,06,013,1994,3,Contra Costa County
2861,1994-Q4,06,013,1994,4,Contra Costa County
2904,1995-Q1,06,013,1995,1,Contra Costa County
2823,1995-Q2,06,013,1995,2,Contra Costa County
2791,1995-Q3,06,013,1995,3,Contra Costa County
2993,1995-Q4,06,013,1995,4,Contra Costa County
3033,1996-Q1,06,013,1996,1,Contra Costa County
2938,1996-Q2,06,013,1996,2,Contra Costa County
2922,1996-Q3,06,013,1996,3,Contra Costa County
3154,1996-Q4,06,013,1996,4,Contra Costa County
3152,1997-Q1,06,013,1997,1,Contra Costa County
3151,1997-Q2,06,013,1997,2,Contra Costa County
3204,1997-Q3,06,013,1997,3,Contra Costa County
3485,1997-Q4,06,013,1997,4,Contra Costa County
3452,1998-Q1,06,013,1998,1,Contra Costa County
3372,1998-Q2,06,013,1998,2,Contra Costa County
3330,1998-Q3,06,013,1998,3,Contra Costa County
3688,1998-Q4,06,013,1998,4,Contra Costa County
3626,1999-Q1,06,013,1999,1,Contra Costa County
3561,1999-Q2,06,013,1999,2,Contra Costa County
3555,1999-Q3,06,013,1999,3,Contra Costa County
3872,1999-Q4,06,013,1999,4,Contra Costa County
3825,2000-Q1,06,013,2000,1,Contra Costa County
3684,2000-Q2,06,013,2000,2,Contra Costa County
3673,2000-Q3,06,013,2000,3,Contra Costa County
4022,2000-Q4,06,013,2000,4,Contra Costa County
4115,2001-Q1,06,013,2001,1,Contra Costa County
3846,2001-Q2,06,013,2001,2,Contra Costa County
3784,2001-Q3,06,013,2001,3,Contra Costa County
4039,2001-Q4,06,013,2001,4,Contra Costa County
4134,2002-Q1,06,013,2002,1,Contra Costa County
3940,2002-Q2,06,013,2002,2,Contra Costa County
3898,2002-Q3,06,013,2002,3,Contra Costa County
4127,2002-Q4,06,013,2002,4,Contra Costa County
4191,2003-Q1,06,013,2003,1,Contra Costa County
3970,2003-Q2,06,013,2003,2,Contra Costa County
4004,2003-Q3,06,013,2003,3,Contra Costa County
4226,2003-Q4,06,013,2003,4,Contra Costa County
4397,2004-Q1,06,013,2004,1,Contra Costa County
4149,2004-Q2,06,013,2004,2,Contra Costa County
4215,2004-Q3,06,013,2004,3,Contra Costa County
4536,2004-Q4,06,013,2004,4,Contra Costa County
4560,2005-Q1,06,013,2005,1,Contra Costa County
4360,2005-Q2,06,013,2005,2,Contra Costa County
4403,2005-Q3,06,013,2005,3,Contra Costa County
4561,2005-Q4,06,013,2005,4,Contra Costa County
4806,2006-Q1,06,013,2006,1,Contra Costa County
4507,2006-Q2,06,013,2006,2,Contra Costa County
4430,2006-Q3,06,013,2006,3,Contra Costa County
4845,2006-Q4,06,013,2006,4,Contra Costa County
5041,2007-Q1,06,013,2007,1,Contra Costa County
4660,2007-Q2,06,013,2007,2,Contra Costa County
4614,2007-Q3,06,013,2007,3,Contra Costa County
5037,2007-Q4,06,013,2007,4,Contra Costa County
5068,2008-Q1,06,013,2008,1,Contra Costa County
4799,2008-Q2,06,013,2008,2,Contra Costa County
4670,2008-Q3,06,013,2008,3,Contra Costa County
5065,2008-Q4,06,013,2008,4,Contra Costa County
4817,2009-Q1,06,013,2009,1,Contra Costa County
4832,2009-Q2,06,013,2009,2,Contra Costa County
4568,2009-Q3,06,013,2009,3,Contra Costa County
5112,2009-Q4,06,013,2009,4,Contra Costa County
5088,2010-Q1,06,013,2010,1,Contra Costa County
4726,2010-Q2,06,013,2010,2,Contra Costa County
4636,2010-Q3,06,013,2010,3,Contra Costa County
5220,2010-Q4,06,013,2010,4,Contra Costa County
5437,2011-Q1,06,013,2011,1,Contra Costa County
4904,2011-Q2,06,013,2011,2,Contra Costa County
4911,2011-Q3,06,013,2011,3,Contra Costa County
5094,2011-Q4,06,013,2011,4,Contra Costa County
5619,2012-Q1,06,013,2012,1,Contra Costa County
4914,2012-Q2,06,013,2012,2,Contra Costa County
5017,2012-Q3,06,013,2012,3,Contra Costa County
5339,2012-Q4,06,013,2012,4,Contra Costa County
5836,2013-Q1,06,013,2013,1,Contra Costa County
5059,2013-Q2,06,013,2013,2,Contra Costa County
5070,2013-Q3,06,013,2013,3,Contra Costa County
5362,2013-Q4,06,013,2013,4,Contra Costa County
5796,2014-Q1,06,013,2014,1,Contra Costa County
5146,2014-Q2,06,013,2014,2,Contra Costa County
5218,2014-Q3,06,013,2014,3,Contra Costa County
5622,2014-Q4,06,013,2014,4,Contra Costa County
6034,2015-Q1,06,013,2015,1,Contra Costa County
5369,2015-Q2,06,013,2015,2,Contra Costa County
5388,2015-Q3,06,013,2015,3,Contra Costa County
5987,2015-Q4,06,013,2015,4,Contra Costa County
5892,2016-Q1,06,013,2016,1,Contra Costa County
5506,2016-Q2,06,013,2016,2,Contra Costa County
5682,2016-Q3,06,013,2016,3,Contra Costa County
5922,2016-Q4,06,013,2016,4,Contra Costa County
6295,2017-Q1,06,013,2017,1,Contra Costa County
5769,2017-Q2,06,013,2017,2,Contra Costa County
5693,2017-Q3,06,013,2017,3,Contra Costa County
6180,2017-Q4,06,013,2017,4,Contra Costa County
6595,2018-Q1,06,013,2018,1,Contra Costa County
5913,2018-Q2,06,013,2018,2,Contra Costa County
5791,2018-Q3,06,013,2018,3,Contra Costa County
6387,2018-Q4,06,013,2018,4,Contra Costa County
6587,2019-Q1,06,013,2019,1,Contra Costa County
6177,2019-Q2,06,013,2019,2,Contra Costa County
6035,2019-Q3,06,013,2019,3,Contra Costa County
1578,1991-Q4,06,015,1991,4,Del Norte County
1527,1992-Q1,06,015,1992,1,Del Norte County
1577,1992-Q2,06,015,1992,2,Del Norte County
1433,1992-Q3,06,015,1992,3,Del Norte County
1616,1992-Q4,06,015,1992,4,Del Norte County
1659,1993-Q1,06,015,1993,1,Del Norte County
1725,1993-Q2,06,015,1993,2,Del Norte County
1606,1993-Q3,06,015,1993,3,Del Norte County
1796,1993-Q4,06,015,1993,4,Del Norte County
1630,1994-Q1,06,015,1994,1,Del Norte County
2242,1994-Q2,06,015,1994,2,Del Norte County
1664,1994-Q3,06,015,1994,3,Del Norte County
1764,1994-Q4,06,015,1994,4,Del Norte County
1724,1995-Q1,06,015,1995,1,Del Norte County
1778,1995-Q2,06,015,1995,2,Del Norte County
1643,1995-Q3,06,015,1995,3,Del Norte County
1779,1995-Q4,06,015,1995,4,Del Norte County
1738,1996-Q1,06,015,1996,1,Del Norte County
1751,1996-Q2,06,015,1996,2,Del Norte County
1623,1996-Q3,06,015,1996,3,Del Norte County
1793,1996-Q4,06,015,1996,4,Del Norte County
1695,1997-Q1,06,015,1997,1,Del Norte County
1832,1997-Q2,06,015,1997,2,Del Norte County
1710,1997-Q3,06,015,1997,3,Del Norte County
1927,1997-Q4,06,015,1997,4,Del Norte County
1719,1998-Q1,06,015,1998,1,Del Norte County
1946,1998-Q2,06,015,1998,2,Del Norte County
1777,1998-Q3,06,015,1998,3,Del Norte County
1987,1998-Q4,06,015,1998,4,Del Norte County
1773,1999-Q1,06,015,1999,1,Del Norte County
1965,1999-Q2,06,015,1999,2,Del Norte County
1818,1999-Q3,06,015,1999,3,Del Norte County
2026,1999-Q4,06,015,1999,4,Del Norte County
1929,2000-Q1,06,015,2000,1,Del Norte County
2707,2000-Q2,06,015,2000,2,Del Norte County
2552,2000-Q3,06,015,2000,3,Del Norte County
2893,2000-Q4,06,015,2000,4,Del Norte County
2704,2001-Q1,06,015,2001,1,Del Norte County
2810,2001-Q2,06,015,2001,2,Del Norte County
2720,2001-Q3,06,015,2001,3,Del Norte County
2985,2001-Q4,06,015,2001,4,Del Norte County
2821,2002-Q1,06,015,2002,1,Del Norte County
2976,2002-Q2,06,015,2002,2,Del Norte County
2827,2002-Q3,06,015,2002,3,Del Norte County
3071,2002-Q4,06,015,2002,4,Del Norte County
2897,2003-Q1,06,015,2003,1,Del Norte County
2925,2003-Q2,06,015,2003,2,Del Norte County
2790,2003-Q3,06,015,2003,3,Del Norte County
3050,2003-Q4,06,015,2003,4,Del Norte County
2901,2004-Q1,06,015,2004,1,Del Norte County
2983,2004-Q2,06,015,2004,2,Del Norte County
2909,2004-Q3,06,015,2004,3,Del Norte County
3210,2004-Q4,06,015,2004,4,Del Norte County
3066,2005-Q1,06,015,2005,1,Del Norte County
3206,2005-Q2,06,015,2005,2,Del Norte County
3215,2005-Q3,06,015,2005,3,Del Norte County
3366,2005-Q4,06,015,2005,4,Del Norte County
3386,2006-Q1,06,015,2006,1,Del Norte County
3344,2006-Q2,06,015,2006,2,Del Norte County
3440,2006-Q3,06,015,2006,3,Del Norte County
3513,2006-Q4,06,015,2006,4,Del Norte County
3501,2007-Q1,06,015,2007,1,Del Norte County
3914,2007-Q2,06,015,2007,2,Del Norte County
3558,2007-Q3,06,015,2007,3,Del Norte County
3637,2007-Q4,06,015,2007,4,Del Norte County
3593,2008-Q1,06,015,2008,1,Del Norte County
3642,2008-Q2,06,015,2008,2,Del Norte County
3655,2008-Q3,06,015,2008,3,Del Norte County
3726,2008-Q4,06,015,2008,4,Del Norte County
3512,2009-Q1,06,015,2009,1,Del Norte County
3478,2009-Q2,06,015,2009,2,Del Norte County
3388,2009-Q3,06,015,2009,3,Del Norte County
3665,2009-Q4,06,015,2009,4,Del Norte County
3465,2010-Q1,06,015,2010,1,Del Norte County
3731,2010-Q2,06,015,2010,2,Del Norte County
3622,2010-Q3,06,015,2010,3,Del Norte County
3744,2010-Q4,06,015,2010,4,Del Norte County
3566,2011-Q1,06,015,2011,1,Del Norte County
3755,2011-Q2,06,015,2011,2,Del Norte County
3769,2011-Q3,06,015,2011,3,Del Norte County
3889,2011-Q4,06,015,2011,4,Del Norte County
3806,2012-Q1,06,015,2012,1,Del Norte County
3884,2012-Q2,06,015,2012,2,Del Norte County
3686,2012-Q3,06,015,2012,3,Del Norte County
3966,2012-Q4,06,015,2012,4,Del Norte County
3782,2013-Q1,06,015,2013,1,Del Norte County
3836,2013-Q2,06,015,2013,2,Del Norte County
3765,2013-Q3,06,015,2013,3,Del Norte County
3961,2013-Q4,06,015,2013,4,Del Norte County
3800,2014-Q1,06,015,2014,1,Del Norte County
3953,2014-Q2,06,015,2014,2,Del Norte County
3807,2014-Q3,06,015,2014,3,Del Norte County
4056,2014-Q4,06,015,2014,4,Del Norte County
3798,2015-Q1,06,015,2015,1,Del Norte County
3927,2015-Q2,06,015,2015,2,Del Norte County
3799,2015-Q3,06,015,2015,3,Del Norte County
4161,2015-Q4,06,015,2015,4,Del Norte County
3782,2016-Q1,06,015,2016,1,Del Norte County
4125,2016-Q2,06,015,2016,2,Del Norte County
3832,2016-Q3,06,015,2016,3,Del Norte County
3994,2016-Q4,06,015,2016,4,Del Norte County
3939,2017-Q1,06,015,2017,1,Del Norte County
4038,2017-Q2,06,015,2017,2,Del Norte County
4098,2017-Q3,06,015,2017,3,Del Norte County
4147,2017-Q4,06,015,2017,4,Del Norte County
4149,2018-Q1,06,015,2018,1,Del Norte County
4040,2018-Q2,06,015,2018,2,Del Norte County
4100,2018-Q3,06,015,2018,3,Del Norte County
4224,2018-Q4,06,015,2018,4,Del Norte County
4190,2019-Q1,06,015,2019,1,Del Norte County
4247,2019-Q2,06,015,2019,2,Del Norte County
4376,2019-Q3,06,015,2019,3,Del Norte County
1894,1991-Q4,06,017,1991,4,El Dorado County
1691,1992-Q1,06,017,1992,1,El Dorado County
1943,1992-Q2,06,017,1992,2,El Dorado County
1739,1992-Q3,06,017,1992,3,El Dorado County
2069,1992-Q4,06,017,1992,4,El Dorado County
1760,1993-Q1,06,017,1993,1,El Dorado County
1977,1993-Q2,06,017,1993,2,El Dorado County
1922,1993-Q3,06,017,1993,3,El Dorado County
2098,1993-Q4,06,017,1993,4,El Dorado County
1802,1994-Q1,06,017,1994,1,El Dorado County
1995,1994-Q2,06,017,1994,2,El Dorado County
1932,1994-Q3,06,017,1994,3,El Dorado County
2051,1994-Q4,06,017,1994,4,El Dorado County
1874,1995-Q1,06,017,1995,1,El Dorado County
2052,1995-Q2,06,017,1995,2,El Dorado County
1903,1995-Q3,06,017,1995,3,El Dorado County
2098,1995-Q4,06,017,1995,4,El Dorado County
1909,1996-Q1,06,017,1996,1,El Dorado County
2108,1996-Q2,06,017,1996,2,El Dorado County
2007,1996-Q3,06,017,1996,3,El Dorado County
2195,1996-Q4,06,017,1996,4,El Dorado County
2079,1997-Q1,06,017,1997,1,El Dorado County
2270,1997-Q2,06,017,1997,2,El Dorado County
2142,1997-Q3,06,017,1997,3,El Dorado County
2392,1997-Q4,06,017,1997,4,El Dorado County
2192,1998-Q1,06,017,1998,1,El Dorado County
2525,1998-Q2,06,017,1998,2,El Dorado County
2361,1998-Q3,06,017,1998,3,El Dorado County
2623,1998-Q4,06,017,1998,4,El Dorado County
2300,1999-Q1,06,017,1999,1,El Dorado County
2563,1999-Q2,06,017,1999,2,El Dorado County
2538,1999-Q3,06,017,1999,3,El Dorado County
2790,1999-Q4,06,017,1999,4,El Dorado County
2506,2000-Q1,06,017,2000,1,El Dorado County
2746,2000-Q2,06,017,2000,2,El Dorado County
2754,2000-Q3,06,017,2000,3,El Dorado County
2908,2000-Q4,06,017,2000,4,El Dorado County
2779,2001-Q1,06,017,2001,1,El Dorado County
2881,2001-Q2,06,017,2001,2,El Dorado County
2844,2001-Q3,06,017,2001,3,El Dorado County
2964,2001-Q4,06,017,2001,4,El Dorado County
2825,2002-Q1,06,017,2002,1,El Dorado County
2922,2002-Q2,06,017,2002,2,El Dorado County
2881,2002-Q3,06,017,2002,3,El Dorado County
3056,2002-Q4,06,017,2002,4,El Dorado County
2908,2003-Q1,06,017,2003,1,El Dorado County
2977,2003-Q2,06,017,2003,2,El Dorado County
2960,2003-Q3,06,017,2003,3,El Dorado County
3136,2003-Q4,06,017,2003,4,El Dorado County
2995,2004-Q1,06,017,2004,1,El Dorado County
3018,2004-Q2,06,017,2004,2,El Dorado County
3039,2004-Q3,06,017,2004,3,El Dorado County
3281,2004-Q4,06,017,2004,4,El Dorado County
3024,2005-Q1,06,017,2005,1,El Dorado County
3122,2005-Q2,06,017,2005,2,El Dorado County
3289,2005-Q3,06,017,2005,3,El Dorado County
3435,2005-Q4,06,017,2005,4,El Dorado County
3262,2006-Q1,06,017,2006,1,El Dorado County
3440,2006-Q2,06,017,2006,2,El Dorado County
3285,2006-Q3,06,017,2006,3,El Dorado County
3606,2006-Q4,06,017,2006,4,El Dorado County
3380,2007-Q1,06,017,2007,1,El Dorado County
3541,2007-Q2,06,017,2007,2,El Dorado County
3380,2007-Q3,06,017,2007,3,El Dorado County
3688,2007-Q4,06,017,2007,4,El Dorado County
3510,2008-Q1,06,017,2008,1,El Dorado County
3639,2008-Q2,06,017,2008,2,El Dorado County
3442,2008-Q3,06,017,2008,3,El Dorado County
3785,2008-Q4,06,017,2008,4,El Dorado County
3493,2009-Q1,06,017,2009,1,El Dorado County
3393,2009-Q2,06,017,2009,2,El Dorado County
3365,2009-Q3,06,017,2009,3,El Dorado County
3922,2009-Q4,06,017,2009,4,El Dorado County
3340,2010-Q1,06,017,2010,1,El Dorado County
3417,2010-Q2,06,017,2010,2,El Dorado County
3429,2010-Q3,06,017,2010,3,El Dorado County
3845,2010-Q4,06,017,2010,4,El Dorado County
3472,2011-Q1,06,017,2011,1,El Dorado County
3507,2011-Q2,06,017,2011,2,El Dorado County
3554,2011-Q3,06,017,2011,3,El Dorado County
3765,2011-Q4,06,017,2011,4,El Dorado County
3669,2012-Q1,06,017,2012,1,El Dorado County
3548,2012-Q2,06,017,2012,2,El Dorado County
3549,2012-Q3,06,017,2012,3,El Dorado County
3924,2012-Q4,06,017,2012,4,El Dorado County
3648,2013-Q1,06,017,2013,1,El Dorado County
3459,2013-Q2,06,017,2013,2,El Dorado County
3460,2013-Q3,06,017,2013,3,El Dorado County
3693,2013-Q4,06,017,2013,4,El Dorado County
3547,2014-Q1,06,017,2014,1,El Dorado County
3676,2014-Q2,06,017,2014,2,El Dorado County
3642,2014-Q3,06,017,2014,3,El Dorado County
4079,2014-Q4,06,017,2014,4,El Dorado County
3886,2015-Q1,06,017,2015,1,El Dorado County
3818,2015-Q2,06,017,2015,2,El Dorado County
3867,2015-Q3,06,017,2015,3,El Dorado County
4355,2015-Q4,06,017,2015,4,El Dorado County
3965,2016-Q1,06,017,2016,1,El Dorado County
3986,2016-Q2,06,017,2016,2,El Dorado County
4170,2016-Q3,06,017,2016,3,El Dorado County
4374,2016-Q4,06,017,2016,4,El Dorado County
4195,2017-Q1,06,017,2017,1,El Dorado County
4134,2017-Q2,06,017,2017,2,El Dorado County
4157,2017-Q3,06,017,2017,3,El Dorado County
4587,2017-Q4,06,017,2017,4,El Dorado County
4427,2018-Q1,06,017,2018,1,El Dorado County
4287,2018-Q2,06,017,2018,2,El Dorado County
4301,2018-Q3,06,017,2018,3,El Dorado County
4685,2018-Q4,06,017,2018,4,El Dorado County
4416,2019-Q1,06,017,2019,1,El Dorado County
4400,2019-Q2,06,017,2019,2,El Dorado County
4411,2019-Q3,06,017,2019,3,El Dorado County
1982,1991-Q4,06,019,1991,4,Fresno County
1793,1992-Q1,06,019,1992,1,Fresno County
1867,1992-Q2,06,019,1992,2,Fresno County
1878,1992-Q3,06,019,1992,3,Fresno County
2098,1992-Q4,06,019,1992,4,Fresno County
1816,1993-Q1,06,019,1993,1,Fresno County
1889,1993-Q2,06,019,1993,2,Fresno County
1934,1993-Q3,06,019,1993,3,Fresno County
2091,1993-Q4,06,019,1993,4,Fresno County
1821,1994-Q1,06,019,1994,1,Fresno County
1913,1994-Q2,06,019,1994,2,Fresno County
1969,1994-Q3,06,019,1994,3,Fresno County
2073,1994-Q4,06,019,1994,4,Fresno County
1888,1995-Q1,06,019,1995,1,Fresno County
1973,1995-Q2,06,019,1995,2,Fresno County
1955,1995-Q3,06,019,1995,3,Fresno County
2120,1995-Q4,06,019,1995,4,Fresno County
1962,1996-Q1,06,019,1996,1,Fresno County
2033,1996-Q2,06,019,1996,2,Fresno County
2005,1996-Q3,06,019,1996,3,Fresno County
2180,1996-Q4,06,019,1996,4,Fresno County
1994,1997-Q1,06,019,1997,1,Fresno County
2074,1997-Q2,06,019,1997,2,Fresno County
2056,1997-Q3,06,019,1997,3,Fresno County
2277,1997-Q4,06,019,1997,4,Fresno County
2037,1998-Q1,06,019,1998,1,Fresno County
2197,1998-Q2,06,019,1998,2,Fresno County
2157,1998-Q3,06,019,1998,3,Fresno County
2437,1998-Q4,06,019,1998,4,Fresno County
2105,1999-Q1,06,019,1999,1,Fresno County
2262,1999-Q2,06,019,1999,2,Fresno County
2237,1999-Q3,06,019,1999,3,Fresno County
2498,1999-Q4,06,019,1999,4,Fresno County
2281,2000-Q1,06,019,2000,1,Fresno County
2381,2000-Q2,06,019,2000,2,Fresno County
2411,2000-Q3,06,019,2000,3,Fresno County
2569,2000-Q4,06,019,2000,4,Fresno County
2476,2001-Q1,06,019,2001,1,Fresno County
2490,2001-Q2,06,019,2001,2,Fresno County
2549,2001-Q3,06,019,2001,3,Fresno County
2689,2001-Q4,06,019,2001,4,Fresno County
2564,2002-Q1,06,019,2002,1,Fresno County
2578,2002-Q2,06,019,2002,2,Fresno County
2633,2002-Q3,06,019,2002,3,Fresno County
2768,2002-Q4,06,019,2002,4,Fresno County
2746,2003-Q1,06,019,2003,1,Fresno County
2625,2003-Q2,06,019,2003,2,Fresno County
2697,2003-Q3,06,019,2003,3,Fresno County
