year,county,city,population,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,burglary,larceny_theft,vehicle_theft,arson,sum_violent_crime,sum_property_crime,sum_index_crimes,crime_index
2004,humboldt,arcata,17086,1,4,15,28,180,570,55,5,48,810,853,0.04992391431581412
2004,san luis obispo,arroyo grande,16562,1,5,5,20,79,310,23,2,31,414,443,0.026747977297427845
2004,los angeles,artesia,17006,1,2,43,66,103,177,87,3,112,370,479,0.02816652946019052
2004,kern,arvin,14171,1,0,10,29,128,439,50,25,40,642,657,0.046362289182132525
2004,san luis obispo,atascadero,27327,0,11,7,92,150,502,44,5,110,701,806,0.029494639001719912
2004,merced,atwater,26821,1,5,14,146,226,657,153,9,166,1045,1202,0.04481562954401402
2004,placer,auburn,12666,0,2,3,44,84,265,58,5,49,412,456,0.03600189483657035
2004,kings,avenal,15995,1,2,6,28,84,124,9,3,37,220,254,0.015879962488277586
2004,los angeles,azusa,47504,3,11,90,104,294,947,255,6,208,1502,1704,0.03587066352307174
2004,kern,bakersfield,274162,23,56,527,1342,3023,9807,2245,179,1948,15254,17023,0.06209102647339894
2004,los angeles,baldwin park,79655,3,14,99,195,416,868,624,14,311,1922,2219,0.0278576360554893
2004,riverside,banning,27599,2,11,24,74,306,347,119,0,111,772,883,0.031993912822928364
2004,san bernardino,barstow,23339,0,11,54,199,298,548,228,7,264,1081,1338,0.05732893440164531
2004,riverside,beaumont,15257,1,3,9,41,82,280,81,3,54,446,497,0.03257521137838369
2004,los angeles,bell,38129,2,18,52,83,148,154,171,0,155,473,628,0.016470403105247975
2004,los angeles,bellflower,75727,3,22,218,238,550,1317,799,23,481,2689,3147,0.04155717247481083
2004,los angeles,bell gardens,46016,2,14,90,141,130,287,365,1,247,783,1029,0.022361787204450628
2004,san mateo,belmont,24782,0,2,13,4,90,413,70,0,19,573,592,0.023888306028569124
2004,solano,benicia,27252,1,4,10,52,150,246,84,3,67,483,547,0.020071921326875092
2004,alameda,berkeley,103226,4,17,355,181,1382,6101,1128,59,557,8670,9168,0.08881483347218724
2004,los angeles,beverly hills,35344,0,12,82,43,317,765,61,7,137,1150,1280,0.0362154821186057
2004,riverside,blythe,21929,2,10,23,184,236,610,57,23,219,926,1122,0.051165123808655205
2004,imperial,brawley,22264,3,1,18,126,340,660,142,15,148,1157,1290,0.05794107078692059
2004,orange,brea,38326,0,6,48,35,261,1201,171,5,89,1638,1722,0.04493033449877368
2004,contra costa,brentwood,36652,4,9,16,58,191,779,160,7,87,1137,1217,0.03320419076721598
2004,orange,buena park,79845,3,15,106,193,414,1194,538,19,317,2165,2463,0.030847266578996807
2004,los angeles,burbank,104551,4,14,82,162,510,1870,465,10,262,2855,3107,0.029717554112347083
2004,san mateo,burlingame,27703,0,5,23,36,164,716,123,6,64,1009,1067,0.038515684221925424
2004,los angeles,calabasas,21130,0,1,13,13,95,203,19,1,27,318,344,0.016280170373876007
2004,imperial,calexico,32892,1,5,31,25,369,334,416,5,62,1124,1181,0.03590538732822571
2004,kern,california city,11350,0,0,4,15,104,192,26,4,19,326,341,0.030044052863436123
2004,ventura,camarillo,61142,0,5,21,74,279,743,108,18,100,1148,1230,0.02011710444538942
2004,santa clara,campbell,37578,1,7,19,39,247,901,105,18,66,1271,1319,0.0351003246580446
2004,riverside,canyon lake,11067,0,4,0,22,40,112,25,0,26,177,203,0.018342820999367487
2004,san diego,carlsbad,88380,2,13,42,213,457,1476,230,8,270,2171,2433,0.027528852681602173
2004,santa barbara,carpinteria,14199,0,1,1,14,61,109,9,1,16,180,195,0.013733361504331291
2004,los angeles,carson,94828,8,24,192,398,598,1422,638,31,622,2689,3280,0.03458893997553465
2004,riverside,cathedral city,49088,1,16,53,169,676,960,602,1,239,2239,2477,0.05046039765319427
2004,stanislaus,ceres,38264,2,10,52,107,314,1435,571,11,171,2331,2491,0.06510035542546519
2004,los angeles,cerritos,53409,3,3,73,87,335,1448,377,12,166,2172,2326,0.043550712426744555
2004,butte,chico,68288,3,50,71,127,717,1532,539,76,251,2864,3039,0.04450269447047798
2004,san bernardino,chino,72758,0,11,109,136,460,1570,433,33,256,2496,2719,0.03737046098023585
2004,san bernardino,chino hills,74738,2,8,13,53,257,673,158,6,76,1094,1164,0.01557440659370066
2004,madera,chowchilla,14685,0,4,3,22,120,163,29,6,29,318,341,0.023220973782771534
2004,san diego,chula vista,201356,15,50,296,477,1184,3987,2043,39,838,7253,8052,0.03998887542462107
2004,los angeles,claremont,35367,2,4,26,46,291,538,75,1,78,905,982,0.02776599655045664
2004,contra costa,clayton,11169,0,0,1,2,24,210,24,1,3,259,261,0.023368251410153102
2004,lake,clearlake,14389,0,4,11,65,198,557,117,13,80,885,952,0.06616165126138022
2004,fresno,clovis,79464,0,15,38,116,645,2438,382,32,169,3497,3634,0.045731400382563174
2004,riverside,coachella,28344,1,6,43,199,316,873,349,9,249,1547,1787,0.06304685294947784
2004,fresno,coalinga,16287,0,5,2,39,144,276,32,5,46,457,498,0.03057653343157119
2004,san bernardino,colton,51186,8,16,112,109,491,1084,604,15,245,2194,2424,0.04735669909740945
2004,los angeles,commerce,13445,3,7,51,89,149,547,433,19,150,1148,1279,0.0951283004834511
2004,los angeles,compton,96941,39,28,466,1031,611,967,968,110,1564,2656,4110,0.042396921839056745
2004,contra costa,concord,126419,5,28,129,231,992,3764,1224,15,393,5995,6373,0.05041172608547766
2004,kings,corcoran,21835,0,1,7,26,84,113,19,5,34,221,250,0.01144950767117014
2004,riverside,corona,144097,5,19,116,129,901,2796,830,57,269,4584,4796,0.033283135665558614
2004,san diego,coronado,24058,0,10,15,16,115,455,88,1,41,659,699,0.029054784271344253
2004,orange,costa mesa,110827,3,41,113,127,495,2747,448,15,284,3705,3974,0.035857688108493414
2004,los angeles,covina,48716,0,11,97,91,399,1380,399,2,199,2180,2377,0.048793004351753017
2004,los angeles,cudahy,25527,1,8,46,69,72,212,207,6,124,497,615,0.02409213773651428
2004,los angeles,culver city,40247,0,3,113,33,223,825,162,0,149,1210,1359,0.03376649191244068
2004,santa clara,cupertino,51061,0,7,12,41,233,700,52,19,60,1004,1045,0.02046571747517675
2004,orange,cypress,47760,1,7,31,24,140,706,125,12,63,983,1034,0.021649916247906197
2004,san mateo,daly city,101982,3,19,123,173,209,1595,531,9,318,2344,2653,0.02601439469710341
2004,orange,dana point,36157,1,3,9,47,120,390,68,8,60,586,638,0.017645269242470337
2004,contra costa,danville,43038,0,6,13,30,116,593,46,4,49,759,804,0.018681165481667365
2004,yolo,davis,65090,1,23,45,196,452,1281,218,23,265,1974,2216,0.034045168228606544
2004,kern,delano,43295,6,7,43,215,884,913,571,56,271,2424,2639,0.06095392077607114
2004,riverside,desert hot springs,18109,3,11,52,189,574,729,232,0,255,1535,1790,0.0988458777403501
2004,los angeles,diamond bar,58831,1,1,28,45,240,482,180,11,75,913,977,0.016606890924852544
2004,tulare,dinuba,18077,1,4,21,116,215,672,164,4,142,1055,1193,0.06599546384909
2004,solano,dixon,16397,0,3,13,48,152,627,67,6,64,852,910,0.05549795694334329
2004,los angeles,downey,111633,0,19,238,192,548,2110,1113,44,449,3815,4220,0.037802441930253596
2004,los angeles,duarte,22452,3,3,28,59,113,352,130,4,93,599,688,0.030643149830750043
2004,alameda,dublin,35991,0,8,14,61,136,528,142,3,83,809,889,0.02470061959934428
2004,san mateo,east palo alto,32283,7,23,104,189,293,554,355,0,323,1202,1525,0.047238484651364494
2004,san diego,el cajon,96257,7,21,164,353,815,2354,1090,31,545,4290,4804,0.049908058634696696
2004,imperial,el centro,38423,0,17,61,250,642,878,218,3,328,1741,2066,0.053769877417172006
2004,contra costa,el cerrito,23608,0,1,97,47,273,947,283,5,145,1508,1648,0.06980684513724161
2004,los angeles,el monte,123144,7,32,234,521,722,1604,957,17,794,3300,4077,0.03310758136815436
2004,los angeles,el segundo,16673,0,2,22,16,137,459,91,2,40,689,727,0.04360343069633539
2004,san diego,encinitas,61036,2,15,38,95,285,801,165,6,150,1257,1401,0.022953666688511697
2004,san diego,escondido,137663,3,22,198,453,785,3294,1576,35,676,5690,6331,0.04598911835424188
2004,humboldt,eureka,26106,2,16,61,87,444,1478,323,22,166,2267,2411,0.09235424806557879
2004,solano,fairfield,103947,3,42,214,495,738,3276,619,35,754,4668,5387,0.05182448747919613
2004,ventura,fillmore,15121,1,0,8,34,72,163,23,0,43,258,301,0.01990609086700615
2004,sacramento,folsom,63350,0,9,19,56,286,1162,154,13,84,1615,1686,0.026614048934490923
2004,san bernardino,fontana,153655,9,51,236,495,725,1381,1413,23,791,3542,4310,0.02804985194103674
2004,humboldt,fortuna,10993,0,7,3,18,67,373,19,4,28,463,487,0.044300918766487764
2004,san mateo,foster city,29199,0,3,2,29,77,281,47,9,34,414,439,0.015034761464433713
2004,orange,fountain valley,56390,0,5,31,33,252,1013,166,6,69,1437,1500,0.02660046107465863
2004,alameda,fremont,206884,5,24,165,260,939,3903,881,21,454,5744,6177,0.029857311343554842
2004,fresno,fresno,456663,53,181,1232,2030,3994,17119,5247,416,3496,26776,29856,0.06537862712766307
2004,orange,fullerton,132763,1,38,152,200,761,3146,672,31,391,4610,4970,0.037435128763284954
2004,sacramento,galt,22838,0,2,16,33,270,545,162,8,51,985,1028,0.0450126981346878
2004,los angeles,gardena,60632,5,13,263,208,531,855,438,7,489,1831,2313,0.03814817258213485
2004,orange,garden grove,168956,10,33,174,441,774,2851,948,43,658,4616,5231,0.030960723501976845
2004,santa clara,gilroy,44322,0,21,44,116,195,1188,178,11,181,1572,1742,0.03930328053788187
2004,los angeles,glendale,202812,5,11,133,121,737,2419,661,38,270,3855,4087,0.020151667554188114
2004,los angeles,glendora,51440,0,5,42,26,228,908,169,8,73,1313,1378,0.026788491446345257
2004,santa barbara,goleta,28851,1,7,9,26,131,318,41,11,43,501,533,0.018474229662749992
2004,san bernardino,grand terrace,12346,0,2,8,6,68,156,70,2,16,296,310,0.025109347156973917
2004,nevada,grass valley,11763,1,5,12,53,89,337,65,6,71,497,562,0.0477769276545099
2004,monterey,greenfield,13102,2,1,45,27,154,312,45,0,75,511,586,0.04472599603114028
2004,san luis obispo,grover beach,13180,0,7,5,20,90,274,46,2,32,412,442,0.03353566009104704
2004,san mateo,half moon bay,12283,1,0,7,12,64,206,10,1,20,281,300,0.024424000651306683
2004,kings,hanford,45891,2,13,42,134,267,1550,233,17,191,2067,2241,0.048833104530300056
2004,los angeles,hawaiian gardens,15534,1,5,46,82,94,339,150,6,134,589,717,0.04615681730397837
2004,los angeles,hawthorne,87167,9,27,154,245,997,804,781,12,435,2594,3017,0.03461172232610965
2004,alameda,hayward,142966,9,30,290,259,863,2484,1696,49,588,5092,5631,0.03938698711581775
2004,sonoma,healdsburg,11316,0,0,7,21,154,223,28,0,28,405,433,0.038264404383174265
2004,riverside,hemet,65794,4,26,140,218,875,1850,442,12,388,3179,3555,0.05403228257895857
2004,contra costa,hercules,21851,1,0,7,30,195,350,172,5,38,722,755,0.0345521944075786
2004,los angeles,hermosa beach,19653,0,5,19,39,137,359,42,0,63,538,601,0.030580572940517987
2004,san bernardino,hesperia,69977,0,8,61,101,442,916,460,14,170,1832,1988,0.02840933449561999
2004,san bernardino,highland,49076,5,10,85,89,314,739,381,11,189,1445,1623,0.033071154943353165
2004,san mateo,hillsborough,10700,1,0,1,1,26,50,4,1,3,81,83,0.007757009345794393
2004,san benito,hollister,36977,0,18,29,138,200,629,104,8,185,941,1118,0.030235010952754413
2004,orange,huntington beach,196489,6,42,109,264,858,3096,518,45,421,4517,4893,0.024902157372677352
2004,los angeles,huntington park,63867,7,15,295,189,251,1384,1150,13,506,2798,3291,0.05152895861712622
2004,san diego,imperial beach,27464,1,8,48,133,236,456,203,23,190,918,1085,0.039506262743955724
2004,riverside,indio,58913,4,18,127,204,844,1763,821,1,353,3429,3781,0.06417938315821635
2004,los angeles,inglewood,116537,26,44,461,389,758,1144,870,17,920,2789,3692,0.03168092537134129
2004,orange,irvine,172529,2,21,43,69,940,2530,283,26,135,3779,3888,0.02253534188455274
2004,monterey,king city,11454,0,1,18,18,198,325,29,1,37,553,589,0.05142308363890344
2004,fresno,kingsburg,10625,0,4,4,21,81,285,79,2,29,447,474,0.04461176470588235
2004,contra costa,lafayette,24857,0,9,16,9,171,610,61,1,34,843,876,0.03524158184817154
2004,orange,laguna beach,24404,0,4,2,22,140,392,53,4,28,589,613,0.025118832978200296
2004,orange,laguna hills,32552,1,4,14,39,128,579,55,9,58,771,820,0.02519046448758909
2004,orange,laguna niguel,65068,1,4,19,52,142,580,44,9,76,775,842,0.012940308600233602
2004,orange,laguna woods,18169,0,0,1,1,9,87,15,0,2,111,113,0.006219384666189664
2004,orange,la habra,60392,0,9,69,134,290,1274,323,36,212,1923,2099,0.03475625910716651
2004,riverside,lake elsinore,35317,1,8,31,90,329,742,313,3,130,1387,1514,0.04286887334711329
2004,orange,lake forest,77623,0,8,32,80,227,793,110,11,120,1141,1250,0.016103474485655026
2004,los angeles,lakewood,82238,2,10,186,182,499,2034,498,16,380,3047,3411,0.0414771760013619
2004,san diego,la mesa,55201,0,10,72,118,393,1285,534,5,200,2217,2412,0.043694860600351444
2004,los angeles,la mirada,49451,2,5,36,107,243,703,275,10,150,1231,1371,0.027724414066449616
2004,los angeles,lancaster,127348,15,46,321,709,1068,2236,1067,51,1091,4422,5462,0.04289034770864089
2004,orange,la palma,16086,0,2,10,4,97,221,37,7,16,362,371,0.023063533507397736
2004,los angeles,la puente,42629,4,6,75,134,170,368,288,18,219,844,1045,0.024513828614323583
2004,riverside,la quinta,32510,1,4,16,73,482,1072,171,4,94,1729,1819,0.05595201476468779
2004,los angeles,la verne,33386,0,7,31,58,188,624,75,7,96,894,983,0.02944347930270173
2004,los angeles,lawndale,32865,1,6,80,114,177,299,208,10,201,694,885,0.026928343222272933
2004,san diego,lemon grove,25223,1,7,47,115,233,453,228,5,170,919,1084,0.04297664829718907
2004,kings,lemoore,21833,1,11,5,62,92,437,67,2,79,598,675,0.030916502542023543
2004,placer,lincoln,23346,0,5,4,58,161,506,70,8,67,745,804,0.034438447699820095
2004,tulare,lindsay,10733,0,2,9,81,155,260,111,3,92,529,618,0.05757942793254449
2004,alameda,livermore,78641,2,18,25,95,425,1195,260,19,140,1899,2020,0.025686346816546076
2004,merced,livingston,11616,0,4,9,50,107,173,64,0,63,344,407,0.035037878787878785
2004,san joaquin,lodi,61731,1,30,49,199,344,1991,660,10,279,3005,3274,0.05303656185708963
